ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err
89.96471,30.183332,6002.97,208.24,4.306,0.548,-0.225,0.221,-58.63,20.23
90.034515,29.901546,4496.36,94.68,2.173,0.494,-0.346,0.155,25.49,11.33
89.88281,30.08196,7277.5,191.88,4.074,0.369,-0.09,0.207,-6.87,27.5
89.942444,30.078154,4454.49,112.35,2.162,0.557,-0.583,0.187,25.83,13.96
89.64604,30.188501,4878.7,147.07,2.888,0.629,-0.402,0.208,-0.13,16.42
89.80297,30.183702,7329.42,240.05,4.115,0.434,-0.259,0.34,8.77,50.37
89.84977,29.916304,5222.66,213.46,2.895,0.799,-0.272,0.302,24.01,20.39
89.762436,30.07913,6557.23,221.91,3.972,0.439,-0.301,0.234,15.7,29.9
89.749855,29.943876,4874.16,136.9,2.333,0.699,-0.508,0.218,28.44,16.99
89.786606,30.033773,3997.35,30.83,1.182,0.347,-0.385,0.099,-32.06,9.95
89.58078,29.959572,4859.45,107.76,2.287,0.576,-0.195,0.168,-32.5,14.27
89.501274,29.909119,4936.65,114.84,2.22,0.668,-0.447,0.191,30.0,16.65
89.74414,29.92044,8006.81,120.51,3.976,0.307,0.567,0.095,2.1,20.01
89.700035,30.03095,6098.19,198.73,3.974,0.579,-0.03,0.19,-58.81,20.91
89.797615,29.815666,5087.85,117.04,2.623,0.665,-0.207,0.176,28.47,17.05
89.66964,29.987305,5022.52,128.63,3.22,0.594,-0.219,0.175,69.08,16.27
89.62274,29.606903,4975.76,109.55,4.597,0.343,0.034,0.146,6.29,13.22
89.63212,29.800652,4612.71,108.38,2.289,0.57,-0.358,0.165,22.83,16.09
89.576,29.739088,5221.82,214.54,2.913,0.744,-0.188,0.282,31.87,18.13
89.750626,29.662779,4737.11,157.59,2.31,0.68,-0.612,0.236,1.94,16.82
89.700195,29.654325,7219.88,174.45,4.114,0.361,-0.22,0.21,15.92,33.18
89.84657,29.754454,5167.52,120.12,3.626,0.535,0.06,0.149,37.99,14.86
89.56781,29.546434,8252.58,274.05,3.709,0.516,0.025,0.296,15.16,30.17
89.705864,29.737968,5260.12,217.47,3.222,0.755,-0.468,0.278,-5.28,20.63
89.90082,29.33837,4932.76,130.04,2.869,0.622,-0.161,0.182,19.33,17.55
89.920044,29.280783,5138.0,184.52,3.107,0.725,-0.357,0.251,20.64,18.35
89.85296,29.372904,8446.8,238.34,3.906,0.594,-0.373,0.34,10.0,44.14
89.72326,29.380657,7373.96,156.15,4.044,0.36,-0.251,0.238,14.49,42.54
89.971146,29.45135,4893.31,172.64,2.162,0.756,-0.563,0.283,-35.08,19.17
89.99759,29.250076,4054.99,47.84,4.011,0.287,-0.64,0.191,-48.51,14.34
86.83336,28.712147,5272.29,138.81,1.601,0.531,-0.545,0.233,3.01,15.14
86.82118,28.661947,7551.41,407.29,3.733,0.443,-0.137,0.402,11.91,31.11
86.960526,28.654133,4866.41,172.44,2.595,0.67,-0.444,0.25,9.36,15.42
86.92408,28.943237,6190.94,251.35,4.488,0.457,-0.301,0.271,13.92,24.44
86.997055,28.680895,6055.92,321.2,3.756,0.617,-0.041,0.285,-17.62,21.82
87.01164,28.62145,5657.98,230.91,4.472,0.543,-0.391,0.283,-21.0,17.8
87.03113,28.828999,4773.07,113.95,2.54,0.5,0.034,0.159,8.39,12.43
87.31471,28.164621,4768.64,131.39,2.251,0.557,-0.476,0.209,-12.51,9.77
87.073494,28.080322,8218.66,122.79,3.761,0.394,-0.274,0.176,21.3,24.05
87.23322,28.095015,4670.91,127.71,4.658,0.305,-0.441,0.191,24.24,11.96
87.023735,28.071075,5612.03,169.77,4.222,0.597,-0.525,0.22,22.78,21.26
87.05771,27.942966,4469.27,101.06,4.676,0.213,-0.113,0.154,-8.46,9.63
87.07788,28.009083,6049.88,319.35,4.146,0.524,-0.333,0.351,-16.59,26.89
87.11434,28.160719,5943.27,246.45,4.085,0.637,-0.394,0.271,-23.57,26.32
87.25372,28.034113,5805.43,202.69,3.899,0.632,-0.04,0.203,-6.44,18.39
87.00376,27.858768,5140.63,148.73,4.337,0.428,0.02,0.183,26.79,13.16
87.07897,28.146439,7818.87,227.69,3.969,0.399,-0.214,0.25,-9.61,32.04
87.213585,27.822418,5944.69,315.04,4.239,0.58,0.021,0.279,18.42,19.56
87.09797,28.235376,6955.17,267.66,3.986,0.413,-0.177,0.303,13.59,35.96
87.056145,28.255981,4291.91,72.18,1.673,0.395,-0.122,0.126,-3.61,9.71
87.060486,28.425009,5060.46,187.9,3.053,0.715,-0.459,0.258,28.08,17.86
87.14921,28.428888,4936.77,175.31,2.342,0.619,-0.232,0.255,-6.66,13.86
86.95677,28.482027,5698.07,208.58,4.519,0.52,-0.119,0.235,-18.92,17.22
87.15917,28.193075,6964.74,310.14,3.966,0.387,0.043,0.291,-2.32,24.48
86.97739,28.264385,6034.24,189.23,4.306,0.516,-0.213,0.202,-26.05,21.04
87.00467,28.309544,6096.15,287.93,4.033,0.553,0.049,0.253,17.54,22.37
87.2504,28.52234,5863.84,311.37,4.638,0.472,-0.03,0.328,13.51,18.62
87.188644,28.379253,4503.62,102.4,1.933,0.458,-0.287,0.155,25.95,10.85
87.22139,28.23532,6794.55,249.0,4.144,0.369,-0.203,0.267,14.78,28.78
86.90413,28.41028,4375.69,105.23,1.664,0.492,-0.502,0.184,-10.02,11.41
87.0334,28.512367,5010.95,193.45,3.258,0.604,-0.288,0.254,55.45,13.91
87.137566,28.50358,6252.96,261.68,4.266,0.486,-0.21,0.26,23.59,22.66
86.637955,28.339422,7597.64,112.9,3.984,0.364,-0.123,0.223,13.81,32.46
86.89223,28.26906,4953.1,175.02,3.353,0.523,-0.082,0.223,24.66,12.73
86.82812,28.372314,4899.93,142.43,4.701,0.312,0.126,0.181,-33.14,10.38
86.71579,28.288126,6395.1,354.33,4.189,0.491,-0.382,0.394,26.63,35.81
86.9108,28.155245,4905.32,222.95,2.055,0.762,-0.691,0.369,34.24,16.28
86.82601,28.121819,6296.02,229.56,4.107,0.493,-0.112,0.214,-16.48,21.69
86.73551,28.217758,3885.57,34.49,4.408,0.191,-0.262,0.141,31.69,9.76
86.53105,28.132614,6303.29,177.22,4.234,0.46,-0.098,0.175,13.04,22.32
86.416084,28.352049,5009.48,213.05,3.228,0.643,-0.286,0.279,24.26,16.43
86.81706,28.223213,7772.03,388.6,4.12,0.436,-0.193,0.535,-36.48,49.89
86.50347,28.355585,4743.1,203.76,1.761,0.65,-0.595,0.34,16.81,16.78
86.7007,28.160389,5645.62,254.72,4.164,0.634,-0.737,0.328,-12.19,22.06
86.77915,28.573208,7124.03,199.69,4.169,0.329,-0.291,0.234,39.59,28.5
86.690384,28.611275,4807.58,188.66,2.486,0.558,-0.516,0.269,30.15,12.16
86.81489,28.600267,4969.03,208.61,2.554,0.673,-0.284,0.298,82.87,13.47
86.44506,28.397743,6981.48,158.19,4.147,0.26,-0.525,0.212,8.06,25.76
86.3905,28.504812,4966.4,215.84,2.978,0.647,-0.28,0.287,-21.58,14.82
86.615234,28.453922,6407.86,296.51,4.3,0.439,-0.177,0.294,-17.14,27.89
86.817535,28.547066,6377.35,265.03,4.296,0.426,-0.217,0.265,11.43,22.79
86.403336,28.365759,4347.0,62.46,4.724,0.192,-0.227,0.113,59.22,9.76
86.47435,28.580505,7024.07,214.25,4.01,0.419,-0.054,0.248,14.96,36.06
86.66277,28.391048,5716.25,339.24,4.255,0.622,-0.305,0.352,-16.21,19.4
86.87256,28.485031,4598.28,147.31,2.439,0.522,-0.282,0.206,-33.47,11.51
86.374344,28.70177,4699.24,123.25,2.379,0.579,-0.333,0.185,59.67,14.52
86.57672,28.86084,5031.49,167.23,1.632,0.478,-0.363,0.266,-22.65,13.3
86.61244,28.812729,6751.01,229.61,4.292,0.364,-0.205,0.242,1.52,29.69
86.692055,28.717022,6230.0,448.51,4.001,0.533,-0.259,0.464,36.95,33.06
86.66798,28.821947,4587.75,101.41,1.976,0.433,-0.118,0.149,-3.02,11.64
86.33438,28.83576,4846.37,199.08,1.581,0.573,-0.637,0.344,19.53,13.42
86.71357,28.94004,4719.98,182.88,1.369,0.492,-0.604,0.3,37.75,11.97
86.40087,28.767452,7552.61,512.09,3.775,0.586,-0.17,0.616,48.6,41.46
86.55204,28.78382,4957.46,128.83,4.662,0.329,-0.083,0.175,3.31,10.86
86.64256,28.924313,4746.36,141.14,3.096,0.41,-0.26,0.186,25.58,8.72
86.396614,28.831015,4504.89,154.4,2.057,0.591,-0.47,0.278,77.87,15.63
87.64391,28.15925,5513.79,219.28,4.528,0.459,0.377,0.212,28.62,12.19
87.401955,27.879993,4965.21,157.5,2.396,0.503,0.133,0.21,13.51,11.44
87.68741,28.094435,4493.24,131.1,2.605,0.444,-0.069,0.176,2.28,9.85
87.812416,28.057014,6045.08,169.19,4.314,0.506,-0.16,0.178,52.23,19.59
87.51721,28.135412,4252.63,64.72,1.829,0.45,-0.38,0.131,-3.87,10.83
87.74973,28.146408,5111.06,155.24,3.313,0.629,-0.351,0.207,60.37,15.21
87.305855,28.100372,4435.25,152.67,1.854,0.596,-0.608,0.253,73.35,14.18
87.77373,28.051895,5986.0,192.15,4.168,0.567,-0.268,0.209,-9.69,25.79
86.66219,28.008415,6282.32,244.8,4.239,0.468,-0.448,0.273,14.04,28.38
86.77701,28.06697,6221.39,176.36,4.34,0.465,-0.166,0.185,-20.82,25.46
86.71891,27.972395,7282.39,285.34,3.741,0.434,0.13,0.278,12.42,28.21
86.9414,28.065153,7175.17,228.13,4.002,0.381,-0.212,0.261,0.14,32.01
86.54477,28.01019,6541.59,300.47,4.138,0.46,0.035,0.263,26.56,25.49
86.968575,27.823965,4820.43,179.39,3.058,0.508,-0.016,0.228,2.96,12.39
86.82274,27.961004,6206.77,216.58,4.161,0.504,-0.236,0.222,28.87,22.86
87.28674,28.340317,5448.2,234.19,3.616,0.714,-0.272,0.269,13.2,19.86
87.47946,28.253351,6285.26,268.58,4.075,0.552,0.122,0.229,55.41,23.79
87.31379,28.47583,4421.38,81.89,2.186,0.424,-0.08,0.122,-5.77,10.55
87.622444,28.271624,4650.69,89.72,4.604,0.278,-0.28,0.136,-13.21,11.87
87.3143,28.210644,4785.48,122.0,2.363,0.576,-0.219,0.183,2.28,14.33
87.404396,28.207132,5081.92,187.92,3.389,0.611,-0.236,0.242,-34.86,14.98
87.48234,28.54752,7264.67,233.61,4.255,0.359,-0.189,0.254,-11.59,33.69
87.427444,28.505117,5298.62,237.62,3.827,0.62,-0.14,0.278,14.93,15.79
87.688705,28.199247,5492.12,196.14,4.536,0.471,-0.011,0.214,3.53,13.72
87.38314,28.294554,5246.26,133.62,4.668,0.369,0.268,0.153,-43.2,11.05
87.30777,28.394505,5114.83,174.4,3.958,0.544,-0.309,0.229,93.83,16.96
87.54172,28.439798,4790.59,134.65,2.502,0.592,-0.356,0.198,-0.89,14.27
87.61081,28.350418,8373.49,263.11,3.541,0.751,-0.29,0.311,-1.1,39.56
87.41939,28.756496,6348.45,237.05,4.228,0.432,-0.609,0.284,84.7,29.44
87.124115,28.662918,5830.67,200.02,3.864,0.574,0.369,0.166,-2.25,16.4
87.33868,28.616438,7047.41,271.44,4.135,0.345,-0.37,0.321,15.21,29.97
87.070946,28.73133,7077.5,317.78,3.251,0.525,-0.021,0.314,8.49,27.25
87.36517,28.823488,5266.95,251.2,3.229,0.787,-0.544,0.325,12.95,19.5
87.34497,28.689617,5386.25,236.24,3.688,0.704,-0.315,0.281,21.28,20.97
87.216965,28.919556,7148.12,406.57,3.756,0.509,-0.129,0.474,-8.74,40.93
87.284836,28.655077,8160.75,125.16,3.947,0.342,-0.17,0.168,-4.6,22.29
86.96737,30.006405,4457.18,77.32,2.181,0.447,-0.104,0.12,22.05,11.07
87.00237,30.042826,6197.43,160.27,4.266,0.49,-0.076,0.163,4.0,27.09
86.718796,29.999582,4178.26,54.66,4.699,0.203,-0.184,0.114,-29.4,10.42
86.86755,29.83417,5149.0,189.59,3.262,0.659,-0.401,0.238,-59.4,19.7
86.72038,30.049557,4619.52,117.43,2.128,0.588,-0.467,0.206,-8.52,15.78
86.7056,29.854418,4921.7,127.92,2.197,0.691,-0.452,0.211,10.57,18.23
86.90142,30.098072,4786.55,128.23,2.418,0.579,-0.229,0.186,20.37,14.75
86.56198,29.868814,4327.08,80.81,4.743,0.216,-0.252,0.153,5.52,10.06
86.80438,30.092447,4875.4,151.34,2.48,0.678,-0.335,0.223,12.77,17.8
86.64843,28.989992,4502.29,66.99,2.633,0.383,0.309,0.091,38.15,10.85
86.56168,29.053036,4468.01,87.03,2.2,0.475,-0.217,0.134,-9.48,12.45
86.74031,28.964415,4666.09,111.01,2.412,0.571,-0.455,0.163,-9.34,15.13
86.35756,28.965858,6640.65,205.57,4.178,0.407,-0.172,0.22,46.22,30.68
86.7098,29.124668,4898.09,118.99,2.9,0.597,-0.262,0.17,-43.72,15.49
86.69725,29.183254,6669.32,164.19,4.248,0.378,-0.278,0.194,-25.74,34.83
86.28781,29.094864,4294.8,76.54,4.441,0.237,-0.18,0.144,18.07,10.69
87.3478,29.166784,4582.38,105.97,4.53,0.262,-0.18,0.151,-5.83,10.42
87.227264,29.096626,5065.94,183.61,2.602,0.781,-0.482,0.276,50.84,17.9
87.290474,28.984886,4931.01,164.27,2.598,0.756,-0.576,0.247,-6.03,19.45
87.20984,28.952957,4991.71,153.34,3.321,0.603,-0.326,0.208,79.91,17.15
87.34045,29.227633,5010.97,137.98,2.395,0.738,-0.455,0.221,-54.63,18.36
87.41033,29.284098,6157.44,182.67,4.065,0.55,-0.221,0.192,35.83,26.62
87.14891,28.987576,8459.77,209.37,3.714,0.67,-0.141,0.259,32.9,37.16
87.12372,29.022911,5246.07,165.96,3.475,0.692,-0.334,0.216,3.83,20.65
87.314644,29.194307,5896.2,177.63,4.539,0.499,0.012,0.187,17.39,19.97
87.32556,29.042137,7897.44,97.54,4.006,0.292,-0.316,0.155,38.48,21.78
87.33806,29.330093,5013.62,148.85,2.962,0.695,-0.409,0.211,24.69,20.79
87.22617,29.050941,4930.64,149.23,2.355,0.759,-0.651,0.238,13.75,19.41
87.67343,29.761477,8294.13,235.21,4.022,0.447,-0.205,0.282,-0.92,33.83
87.81185,29.79294,7405.33,202.46,3.978,0.441,-0.214,0.259,-1.0,42.74
87.482185,29.99634,4877.87,90.39,3.17,0.476,0.059,0.121,8.93,14.1
87.482124,29.732094,3901.15,28.87,4.576,0.182,-0.352,0.125,31.3,11.55
87.69661,29.821259,5502.21,149.41,3.738,0.622,0.079,0.166,-17.79,18.24
87.54488,29.927538,6122.01,252.24,3.943,0.646,-0.391,0.286,52.08,40.96
87.50572,29.866714,4795.92,100.72,2.38,0.618,-0.363,0.16,38.56,16.41
87.6596,29.929003,4755.31,192.62,2.158,0.774,-0.764,0.303,-31.15,19.66
87.700264,29.625628,5297.44,135.67,3.573,0.668,-0.308,0.178,-25.86,19.99
87.62419,29.688885,5763.51,150.17,4.037,0.6,-0.063,0.161,-30.58,19.31
87.37499,29.71539,6126.04,176.99,4.217,0.535,0.116,0.164,16.71,22.54
87.41145,29.670012,5002.8,129.06,2.584,0.713,-0.421,0.197,9.71,18.96
87.35629,29.786137,6298.22,171.25,4.174,0.489,-0.182,0.182,-30.92,28.35
87.490166,29.689894,5044.22,96.79,4.724,0.34,0.005,0.133,25.74,13.6
87.42628,29.747854,4857.13,118.39,2.384,0.626,-0.278,0.183,1.14,16.45
87.56781,29.630028,6451.53,235.91,3.898,0.501,-0.227,0.241,-0.31,28.67
87.41074,29.821817,4953.19,148.63,2.92,0.631,-0.355,0.206,-20.69,16.55
86.65375,29.82227,4923.86,150.39,3.29,0.576,-0.28,0.203,-6.18,17.41
86.75092,29.80724,8336.04,221.53,4.262,0.466,-0.231,0.33,15.1,44.23
86.74551,29.741207,8038.37,288.01,3.814,0.478,-0.138,0.297,-2.1,34.7
86.78593,29.54494,7266.36,156.25,3.872,0.401,0.497,0.136,-17.02,23.03
86.47593,29.59525,6770.79,174.39,4.165,0.378,-0.227,0.197,-8.38,32.98
86.63784,29.57183,6819.54,152.07,3.392,0.468,0.453,0.117,15.8,21.13
86.561264,29.708578,5009.8,149.49,3.023,0.689,-0.465,0.211,-11.41,18.8
86.89302,29.72448,7900.67,235.95,4.08,0.396,-0.509,0.34,8.86,47.91
86.585304,29.611622,8162.09,240.06,4.096,0.42,-0.004,0.259,21.51,29.64
87.115616,30.060043,5028.7,190.58,2.545,0.744,-0.343,0.279,-38.11,17.92
87.02473,29.912598,6682.03,186.08,4.212,0.382,0.001,0.18,15.82,25.51
87.044334,29.862703,5013.38,145.47,2.747,0.622,-0.104,0.202,8.86,15.04
87.177444,29.791332,4985.27,92.13,4.734,0.327,-0.135,0.135,-1.05,13.09
87.323,29.762842,5736.37,227.87,4.133,0.578,-0.236,0.246,-4.51,21.11
86.94536,29.745546,5902.2,179.56,4.374,0.535,-0.136,0.194,45.42,20.46
87.11034,29.774961,6781.31,253.05,4.092,0.382,-0.167,0.277,-10.27,32.69
87.21164,29.97019,4316.52,71.21,1.845,0.439,-0.104,0.121,31.28,11.76
87.21369,30.054308,6940.11,178.28,4.168,0.366,-0.093,0.198,-14.82,33.11
87.30486,29.99569,4636.07,83.25,4.669,0.246,0.076,0.112,31.28,10.54
87.3525,29.571432,4378.67,72.63,1.674,0.468,-0.401,0.128,9.77,12.05
87.275734,29.502037,5082.91,203.03,3.108,0.625,-0.143,0.236,-41.41,16.6
87.29229,29.61107,6208.71,176.07,4.02,0.529,-0.203,0.181,15.58,24.8
87.36209,29.652134,5271.98,122.46,4.782,0.391,0.037,0.153,10.12,14.6
87.40696,29.361086,4842.43,112.71,2.775,0.524,0.027,0.152,-0.56,14.43
87.42633,29.420555,6470.14,155.34,4.157,0.413,-0.407,0.184,79.78,30.82
87.512054,29.624659,5228.69,189.17,3.544,0.685,-0.365,0.243,29.4,18.89
87.343056,29.447601,5520.86,196.1,3.692,0.741,-0.48,0.241,4.68,22.27
87.200806,29.41201,5010.18,131.75,3.262,0.555,0.018,0.172,-36.07,15.46
87.25829,29.539644,4195.34,49.88,1.556,0.431,-0.454,0.108,30.54,12.54
87.30582,29.454512,4870.78,159.3,2.165,0.777,-0.723,0.26,-14.67,18.65
87.02696,29.311216,7981.37,249.39,3.842,0.476,-0.218,0.319,1.69,44.74
87.035645,29.00552,4269.24,57.02,1.797,0.449,-0.36,0.115,4.04,11.75
86.79173,29.035152,4677.75,98.89,4.721,0.285,-0.241,0.146,28.07,12.45
86.83355,29.265749,5202.36,199.6,2.395,0.735,-0.25,0.295,15.16,19.76
87.00668,29.136875,5988.3,282.27,4.192,0.783,-0.218,0.352,6.19,63.41
86.824394,29.11652,4241.34,59.9,4.719,0.196,0.115,0.11,-44.67,9.63
86.993454,28.95059,5391.2,182.06,4.645,0.452,-0.032,0.214,-13.51,16.33
86.892555,29.213243,7290.45,198.75,4.026,0.395,0.089,0.199,-3.13,26.73
87.10813,28.999498,4406.92,61.51,4.675,0.201,0.075,0.099,-16.7,10.73
86.833534,29.189034,6355.72,236.11,3.975,0.518,-0.506,0.269,-32.39,32.27
86.91155,29.014765,5242.76,171.93,4.697,0.439,-0.498,0.26,79.64,16.45
87.04261,29.430311,4252.39,58.47,1.899,0.45,-0.285,0.116,-2.54,12.27
87.14826,29.46572,4989.41,133.18,2.577,0.671,-0.23,0.197,-19.0,17.65
86.85049,29.522978,4528.27,110.42,4.773,0.227,-0.281,0.174,-22.32,12.31
86.906364,29.494534,5414.32,213.99,4.495,0.472,0.079,0.239,-2.88,15.61
86.91116,29.668646,5763.47,162.08,3.922,0.618,0.022,0.167,46.91,19.2
87.17605,29.574715,4951.66,126.17,4.86,0.3,0.161,0.159,5.67,10.81
86.35408,29.225386,4283.62,50.43,4.581,0.189,0.101,0.09,32.37,9.32
86.34001,29.195322,5081.08,186.4,2.886,0.729,-0.342,0.26,39.98,17.67
86.342445,29.268599,5252.52,139.79,1.58,0.49,-0.555,0.231,-7.89,14.99
86.39051,29.541359,7017.72,205.95,4.009,0.377,-0.197,0.24,-0.21,31.02
86.7726,29.40963,4536.28,91.47,4.365,0.258,-0.403,0.145,18.2,11.74
86.388535,29.354996,6001.98,220.6,4.092,0.562,-0.059,0.207,-2.12,20.58
86.58328,29.35565,6712.22,343.48,4.285,0.422,0.035,0.324,31.87,29.26
86.3916,29.49711,4181.23,54.85,1.386,0.363,-0.246,0.115,17.5,8.91
88.5856,29.995382,6349.03,198.08,4.199,0.427,-0.145,0.189,-9.29,19.07
88.9311,30.085493,5597.93,199.14,4.423,0.508,0.099,0.208,24.15,14.34
88.617455,29.961905,6460.81,225.43,4.117,0.43,-0.455,0.253,29.55,28.75
88.93532,29.939606,4895.83,174.08,2.424,0.577,-0.045,0.236,36.65,13.72
88.93528,30.035727,7526.54,212.88,3.83,0.315,0.503,0.179,33.69,18.79
88.97491,29.979353,7543.01,295.55,3.953,0.404,0.071,0.359,-8.52,41.04
88.78394,29.966106,6377.56,288.21,4.187,0.464,-0.18,0.275,-16.18,23.75
88.909615,29.983728,6679.94,108.83,4.576,0.229,0.788,0.106,4.36,16.05
89.00525,30.140997,5568.09,152.76,4.418,0.535,-0.663,0.218,39.05,19.57
88.68939,29.958244,4830.21,106.86,2.551,0.565,-0.256,0.16,1.0,13.39
89.03579,29.961828,5163.56,151.91,4.417,0.442,-0.537,0.215,-42.28,11.29
89.213585,30.182467,6809.79,161.35,3.808,0.425,0.048,0.16,19.15,29.07
89.26856,30.191473,6097.54,151.7,4.314,0.501,-0.005,0.152,-25.58,21.62
89.11706,30.19071,6561.63,195.94,4.121,0.414,-0.245,0.21,-3.48,29.93
88.17164,29.784742,4747.07,77.7,3.325,0.381,0.244,0.099,-2.92,12.01
88.03563,29.793163,5037.66,177.15,2.412,0.76,-0.413,0.272,11.76,20.23
87.98255,29.766853,4769.62,93.76,4.633,0.292,-0.017,0.131,-8.32,12.04
87.81203,29.630768,6239.42,271.05,4.145,0.473,-0.039,0.239,28.61,19.1
88.155594,29.710302,5899.05,208.67,4.023,0.635,-0.182,0.217,-39.96,22.62
88.10746,29.862518,5071.42,130.79,3.171,0.613,-0.18,0.177,35.53,15.72
87.98223,29.913736,5122.12,128.62,3.832,0.484,0.12,0.155,-22.89,14.13
87.83714,29.70291,4985.45,174.85,3.111,0.627,-0.18,0.238,48.74,15.59
87.735,29.631227,4967.84,185.56,2.323,0.72,-0.415,0.288,7.81,18.53
88.0831,29.887323,5167.68,198.41,2.811,0.778,-0.491,0.273,8.33,19.31
87.91673,29.808886,4931.25,230.91,2.057,0.811,-0.617,0.363,-14.3,21.19
88.3848,30.09906,4002.19,46.01,4.664,0.197,-0.184,0.125,-18.4,10.31
88.525085,29.992094,6738.7,231.6,4.207,0.394,-0.204,0.254,-9.93,33.58
88.1848,29.934544,5119.35,134.34,2.662,0.683,-0.244,0.198,31.06,16.23
88.11864,29.991142,5301.27,252.35,4.243,0.516,0.173,0.276,54.19,14.36
88.47041,30.175142,4756.43,135.53,2.572,0.533,-0.202,0.187,6.37,12.71
88.41886,29.912233,4946.15,171.28,2.152,0.727,-0.523,0.276,35.96,17.1
88.348885,29.917107,4829.66,178.17,2.368,0.723,-0.523,0.272,7.14,18.0
88.205086,30.109423,4588.23,101.57,2.175,0.527,-0.308,0.156,28.59,13.62
88.42749,30.139036,3915.36,38.6,4.373,0.186,-0.551,0.166,-55.19,9.47
88.555565,29.96491,5869.55,226.06,4.214,0.561,-0.414,0.256,-9.39,21.99
88.36814,30.02697,6221.46,235.53,4.138,0.519,-0.014,0.215,-9.96,22.65
89.25769,29.701183,4610.88,118.5,2.747,0.403,-0.054,0.159,-5.01,10.01
89.0716,29.649315,4724.58,122.84,2.329,0.585,-0.374,0.188,-7.76,14.14
89.32189,29.654419,7246.67,220.49,3.827,0.416,0.019,0.233,14.15,28.06
89.10504,29.52641,6519.18,242.12,4.225,0.423,-0.163,0.251,17.11,30.95
89.19394,29.75205,7125.3,183.44,4.017,0.371,-0.058,0.205,51.22,29.0
89.3825,29.76053,4734.85,78.08,4.727,0.271,-0.168,0.118,19.07,11.51
89.52052,29.994717,6788.27,148.97,4.022,0.398,-0.106,0.165,-17.46,32.4
89.28915,30.060785,5705.6,190.36,4.345,0.548,-0.335,0.232,-5.76,21.91
89.13755,30.115553,4924.84,135.24,2.372,0.708,-0.478,0.214,26.65,17.63
89.36289,30.049725,4942.09,163.17,2.366,0.754,-0.59,0.267,31.2,18.32
89.51273,29.96451,4992.37,227.74,2.325,0.71,-0.611,0.343,-7.19,14.84
89.17831,30.053423,6720.39,155.87,4.008,0.403,-0.277,0.178,9.61,32.15
89.280785,29.992092,6341.75,239.47,4.054,0.524,-0.119,0.243,36.34,33.86
89.14529,29.991405,5155.32,197.91,3.432,0.702,-0.398,0.258,-37.7,20.92
89.3355,29.899319,7391.99,302.22,4.042,0.301,-0.222,0.325,-4.48,25.15
89.20043,29.986149,5268.05,182.31,4.313,0.487,0.019,0.214,17.44,14.93
89.369835,29.947151,4660.18,98.55,2.118,0.609,-0.533,0.158,-9.18,17.05
89.062325,30.02873,8474.66,230.69,4.004,0.569,-0.249,0.321,14.24,44.17
88.20004,30.13694,4613.13,74.2,4.611,0.25,0.032,0.103,24.62,11.05
88.16275,30.114046,5953.76,263.33,3.917,0.655,-0.352,0.287,70.35,25.57
88.31156,30.144562,6482.91,221.67,4.133,0.429,-0.182,0.216,-6.65,23.74
88.05258,30.183546,5520.94,138.51,3.94,0.588,0.035,0.155,-36.73,17.28
88.999916,29.874592,5738.44,133.47,4.417,0.514,-0.656,0.191,-67.14,22.88
88.91731,29.600079,8323.14,239.83,3.7,0.5,0.197,0.241,17.38,27.54
89.04231,29.86706,4633.63,159.59,2.74,0.591,-0.434,0.269,9.3,15.7
88.949974,29.849588,6168.33,213.49,4.074,0.551,-0.256,0.216,-15.92,24.79
88.719315,29.687279,7175.62,190.29,3.808,0.433,-0.023,0.215,6.46,31.29
88.889336,29.721329,4636.55,131.46,1.894,0.577,-0.585,0.215,-24.78,13.55
89.0355,29.622248,4581.85,93.8,2.414,0.473,-0.063,0.134,-41.62,12.18
88.83751,29.662506,4945.19,160.44,2.457,0.756,-0.553,0.249,-87.56,17.72
88.668724,30.16385,5248.49,158.7,4.611,0.416,0.076,0.191,-11.87,13.66
88.59089,29.624723,4868.59,146.09,2.768,0.678,-0.512,0.214,52.36,17.49
88.46588,29.71552,4941.57,138.29,2.284,0.692,-0.453,0.223,31.39,16.55
88.29927,29.690622,6463.88,172.77,4.151,0.436,-0.061,0.167,-11.42,26.46
88.22218,29.648176,4722.31,168.46,2.418,0.65,-0.39,0.246,-9.53,17.17
88.52919,29.810097,5077.14,146.74,3.22,0.683,-0.538,0.205,80.57,18.53
88.49651,29.647375,4830.99,118.69,2.625,0.578,-0.249,0.173,-2.24,14.81
88.31932,29.823727,4157.29,50.44,4.704,0.208,-0.365,0.12,29.87,10.37
88.428955,29.673271,8367.56,285.3,3.833,0.565,-0.217,0.336,12.12,38.65
88.372116,29.672144,4898.43,132.35,4.15,0.343,0.315,0.152,-24.52,10.25
86.87728,30.136734,4919.91,95.72,4.775,0.313,-0.234,0.144,0.21,12.23
86.79321,30.145996,7717.83,249.88,3.855,0.457,-0.307,0.377,15.62,49.11
86.95601,30.109423,5156.47,139.63,3.627,0.521,0.149,0.166,-34.16,13.8
87.024055,30.128954,5941.14,179.12,4.42,0.509,0.077,0.174,14.39,17.88
86.67287,30.126446,4292.57,75.82,4.714,0.206,-0.155,0.14,61.83,11.04
87.0083,30.173996,4839.09,122.55,2.772,0.601,-0.397,0.178,-63.98,14.99
87.130295,30.137474,4804.41,153.64,2.089,0.715,-0.708,0.253,22.6,16.07
