ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err
87.31257,30.118612,4795.67,133.16,2.247,0.627,-0.342,0.207,25.42,16.36
87.30841,30.062935,5395.27,150.33,3.572,0.717,-0.433,0.196,28.34,21.23
87.34531,30.166924,4488.26,64.03,4.659,0.216,-0.34,0.108,59.45,11.72
89.45006,26.61407,4805.55,134.8,1.619,0.636,-0.799,0.245,-1.64,16.1
89.58903,26.781733,4780.06,156.14,1.998,0.706,-0.754,0.25,17.4,15.93
89.41836,26.678349,5011.49,139.14,3.01,0.624,-0.223,0.191,36.55,15.76
89.22376,26.688128,5517.03,161.47,3.826,0.647,-0.116,0.186,17.46,19.63
89.42735,26.735022,4632.11,101.86,2.244,0.557,-0.374,0.157,21.84,14.37
89.27302,26.469925,7486.8,265.4,4.126,0.349,-0.113,0.282,5.91,32.37
89.33896,26.478708,5728.32,189.92,3.989,0.625,0.037,0.193,30.22,19.09
89.27211,26.611475,5300.07,246.25,3.666,0.713,-0.675,0.313,3.56,23.96
89.50627,26.554092,5197.01,233.04,3.123,0.835,-0.665,0.314,11.56,24.79
89.30203,26.7171,5785.7,199.34,4.084,0.603,0.002,0.2,-77.28,18.17
88.717575,26.765152,4886.94,168.87,3.179,0.54,-0.163,0.213,19.62,14.91
88.60246,26.84884,6202.5,289.88,4.525,0.475,0.106,0.264,-9.75,20.49
88.64067,26.743505,7448.6,220.11,3.967,0.415,0.059,0.223,0.16,31.72
88.77034,26.885534,4799.13,128.13,3.419,0.434,0.003,0.163,19.46,12.35
88.781235,26.759415,4664.14,158.65,1.342,0.643,-0.984,0.286,1.05,15.4
88.83708,26.964632,4729.26,132.6,2.813,0.501,-0.152,0.18,-10.09,12.36
88.5273,26.814726,7196.53,155.34,3.658,0.393,0.369,0.135,2.23,18.88
88.815025,26.71359,5492.5,267.59,3.795,0.769,-0.165,0.314,36.45,23.98
88.91187,26.879217,5831.19,178.08,4.431,0.515,-0.262,0.202,1.9,19.1
88.80141,26.86003,5607.3,194.85,4.423,0.54,-0.206,0.229,101.18,18.24
88.735985,26.966131,6205.21,217.17,4.258,0.447,-0.637,0.274,41.0,31.97
88.991646,26.821999,5634.71,133.1,4.618,0.452,0.096,0.148,8.38,15.29
88.72976,27.085693,6411.28,205.99,4.167,0.451,-0.524,0.246,-28.04,36.71
88.72665,27.128542,6597.75,189.6,4.197,0.392,-0.235,0.203,-8.5,29.33
88.755516,27.355396,5676.59,170.91,4.673,0.452,0.117,0.182,-9.46,14.49
88.72977,27.28736,4889.15,110.3,2.164,0.665,-0.548,0.188,-34.3,15.25
88.84646,27.164371,5877.74,153.9,4.401,0.511,-0.289,0.181,33.75,20.53
88.56963,27.168728,5681.36,136.0,4.318,0.511,0.091,0.144,86.69,15.51
88.54112,27.110855,4853.19,130.31,2.245,0.644,-0.429,0.208,38.07,15.16
88.59845,27.095163,4961.97,114.41,2.486,0.585,-0.147,0.171,32.49,13.58
88.81216,27.020287,4701.68,127.49,2.189,0.522,-0.257,0.189,54.04,12.01
88.75663,27.026573,4798.13,107.87,2.379,0.546,-0.21,0.164,3.22,13.09
88.72158,27.321781,6336.42,235.69,4.486,0.4,-0.208,0.24,-0.77,21.65
88.8328,27.238764,5069.96,172.2,2.434,0.807,-0.658,0.272,34.69,18.57
88.71511,27.376204,8008.58,223.6,3.91,0.43,-0.212,0.246,1.02,35.43
88.853546,27.335075,4901.83,115.46,2.483,0.591,-0.246,0.176,19.15,13.46
89.28592,27.13427,7201.25,175.93,3.974,0.436,-0.08,0.224,5.75,41.37
89.05988,26.939032,6427.73,166.58,4.049,0.453,0.061,0.149,40.16,20.28
89.106766,27.032812,4648.17,112.36,2.384,0.514,-0.311,0.161,16.5,12.22
89.37527,26.963268,4853.72,115.91,3.138,0.547,-0.508,0.166,84.42,14.35
88.97164,26.968082,4581.46,140.27,2.274,0.688,-0.728,0.251,33.03,15.44
89.298615,26.782866,4602.25,147.18,2.638,0.542,-0.404,0.217,1.57,14.23
89.02458,26.84033,4354.84,72.97,4.701,0.201,-0.485,0.139,28.66,10.02
89.38724,26.86254,4598.8,98.21,2.229,0.531,-0.399,0.152,-39.9,12.65
89.63292,27.071104,4858.06,198.91,2.646,0.667,-0.808,0.272,10.71,14.27
89.39814,26.995287,7103.33,178.8,4.009,0.283,-0.261,0.227,-18.32,21.84
89.43544,26.857847,6571.51,213.36,4.191,0.387,-0.336,0.232,16.93,27.56
89.40288,26.89585,7135.96,210.6,3.967,0.365,-0.064,0.287,3.65,35.24
89.48879,26.96927,5888.82,176.34,3.903,0.617,-0.367,0.195,14.82,20.82
89.79266,26.93015,5763.14,199.47,4.423,0.549,-0.478,0.255,101.3,21.23
89.496155,27.01776,5324.89,192.14,3.541,0.688,-0.285,0.239,55.29,17.15
89.69859,26.834631,5965.64,220.3,4.467,0.494,-0.121,0.229,11.73,17.29
89.56296,27.226027,6889.46,213.86,4.159,0.346,-0.341,0.246,9.39,30.69
89.396866,27.182507,7602.99,209.61,3.754,0.402,0.013,0.226,5.33,29.02
89.49264,27.445244,4352.65,84.84,4.529,0.223,-0.257,0.154,-2.6,9.21
89.464745,27.219763,7936.57,102.88,3.773,0.305,0.326,0.111,-10.93,17.99
89.46706,27.163996,4715.72,111.98,2.217,0.535,-0.279,0.172,17.07,12.48
89.41957,27.28313,5971.34,180.07,3.946,0.59,0.029,0.17,8.81,19.33
89.21934,27.171953,4778.14,119.89,2.448,0.55,-0.212,0.177,19.03,13.01
89.42415,27.414251,6495.22,198.75,4.166,0.439,-0.092,0.196,-23.28,28.07
89.36011,27.358381,8333.65,229.24,3.658,0.536,0.132,0.226,7.15,25.71
89.30566,27.359585,5113.56,138.36,2.742,0.609,-0.06,0.191,-4.93,13.54
89.29769,27.170702,4808.62,139.6,2.915,0.551,-0.26,0.193,10.95,13.27
89.59964,27.289928,5003.66,130.29,3.434,0.517,-0.194,0.173,102.47,12.32
89.23596,27.314459,5202.86,136.02,3.501,0.596,-0.212,0.174,4.37,14.59
89.217575,27.22607,6112.2,193.53,3.822,0.576,-0.072,0.182,-26.1,19.31
89.45437,27.33727,4790.07,174.81,2.165,0.705,-0.665,0.274,-0.11,15.42
89.11263,27.397196,4878.69,127.06,2.365,0.598,-0.276,0.194,23.08,13.56
88.942474,27.386751,6156.08,206.54,4.125,0.528,-0.351,0.221,-50.91,23.49
89.05169,26.998478,5687.1,279.28,3.928,0.704,-0.58,0.328,16.99,25.24
89.14026,27.144772,7292.51,159.35,3.945,0.367,0.344,0.14,-37.37,19.28
88.88994,27.372728,6521.24,161.72,4.122,0.403,-0.217,0.164,1.23,22.77
88.88855,27.138126,4804.61,122.44,2.217,0.603,-0.422,0.194,0.62,13.8
88.913086,27.339312,4658.26,110.75,2.464,0.556,-0.435,0.166,-37.32,12.6
88.949295,27.112045,6453.86,188.87,4.172,0.424,-0.047,0.178,16.69,23.19
89.03623,27.391703,4757.83,105.21,2.291,0.55,-0.274,0.163,-0.63,13.31
89.010284,27.066532,4941.82,132.79,2.465,0.639,-0.298,0.199,48.45,14.46
89.05154,27.147913,4933.09,80.56,4.772,0.309,-0.331,0.128,2.06,12.25
89.005035,27.010973,4803.11,107.27,2.928,0.541,-0.344,0.155,32.76,14.05
89.75484,26.831196,4636.54,103.47,2.237,0.498,-0.277,0.157,12.95,10.98
89.86612,26.68757,4280.65,153.45,0.973,0.593,-1.187,0.249,52.15,11.4
89.95042,26.608465,5416.45,168.2,3.096,0.748,-0.286,0.216,16.14,20.59
89.79861,26.738703,8241.36,231.68,3.975,0.404,-0.245,0.24,5.01,33.32
89.80587,26.65524,5887.25,264.58,4.121,0.593,-0.218,0.273,0.62,23.18
89.76473,26.516176,4920.99,161.43,2.446,0.726,-0.483,0.247,29.04,17.58
89.63887,26.517624,6360.43,173.4,4.102,0.472,-0.046,0.165,9.15,26.16
89.70304,26.74082,4532.85,101.03,2.865,0.424,-0.106,0.144,4.21,11.75
89.81574,26.833584,8108.92,421.48,3.94,0.444,-0.554,0.576,22.7,51.47
89.90716,26.724625,5039.01,105.41,4.701,0.327,0.153,0.134,8.59,11.5
89.74433,26.704483,5374.51,198.49,4.345,0.497,0.061,0.222,13.08,14.61
89.07326,26.685492,5113.18,224.91,3.0,0.765,-0.401,0.307,22.84,18.86
88.8074,26.584627,6156.04,254.17,3.922,0.523,0.278,0.193,-13.22,22.3
89.07926,26.443457,6931.13,249.15,4.104,0.449,-0.031,0.282,97.22,48.96
88.962006,26.790798,7137.59,155.02,3.787,0.4,0.113,0.163,64.33,26.44
89.07069,26.506195,4400.05,98.97,2.444,0.458,-0.383,0.14,49.66,14.29
89.00212,26.654001,4894.04,139.89,2.815,0.507,-0.202,0.186,33.98,12.24
88.934685,26.707838,7187.87,150.84,4.101,0.331,-0.441,0.201,8.75,34.31
89.0404,26.6976,7027.01,190.49,3.781,0.391,0.427,0.159,22.63,19.21
88.88839,26.48124,4935.69,166.51,2.89,0.639,-0.523,0.23,7.19,17.07
88.435265,26.613348,5196.44,178.36,4.581,0.437,-0.259,0.241,-27.52,14.26
88.292,26.617914,3954.68,37.51,4.566,0.198,-0.383,0.17,8.8,9.41
88.49563,26.754007,5875.32,166.84,4.145,0.535,-0.011,0.163,-4.47,14.65
88.466484,26.821793,5926.98,197.51,4.579,0.485,0.182,0.187,28.84,16.74
88.51499,26.731455,5360.71,166.57,4.458,0.456,0.228,0.182,-27.32,13.87
88.35469,26.775644,6654.69,204.53,4.206,0.387,-0.302,0.229,40.2,31.24
88.66671,26.530327,6313.2,175.74,3.975,0.519,-0.069,0.171,53.8,25.31
88.06104,27.167273,6022.74,313.18,4.357,0.595,0.076,0.271,23.66,23.39
88.1351,27.27642,5768.45,173.63,4.517,0.492,0.159,0.174,24.04,15.91
88.24741,26.962645,4278.91,66.86,4.692,0.194,-0.023,0.12,42.93,9.08
88.197495,27.0135,8034.73,294.18,3.336,0.678,-0.206,0.346,5.53,37.91
88.28618,27.0547,5837.94,188.1,4.381,0.545,-0.285,0.219,8.21,22.28
88.2535,27.141916,5882.39,334.99,4.235,0.649,0.05,0.316,48.72,25.49
88.12384,27.055426,6034.17,214.18,4.328,0.537,0.03,0.206,19.86,20.71
88.20744,26.92398,4590.23,147.76,4.732,0.279,-0.13,0.21,22.92,12.33
88.3586,27.013983,4887.11,163.91,2.862,0.568,-0.108,0.223,30.36,13.41
88.081566,27.232958,4881.04,183.19,1.976,0.651,-0.434,0.284,-4.01,14.5
87.94066,27.070148,4501.17,108.94,3.952,0.306,0.061,0.151,-105.34,13.28
88.19131,27.09898,5676.9,237.44,4.132,0.637,-0.232,0.263,34.63,19.2
87.68512,27.593554,4483.46,129.68,1.999,0.544,-0.47,0.212,-26.67,13.21
87.44681,27.294952,5933.11,303.22,4.14,0.632,-0.228,0.3,4.81,21.48
87.399155,27.574675,6309.64,217.59,4.23,0.449,-0.502,0.25,18.75,29.28
87.54144,27.5433,4111.93,51.11,4.612,0.204,0.022,0.108,33.12,9.82
87.26032,27.587404,6320.12,247.86,3.97,0.517,-0.181,0.233,10.88,25.51
87.30273,27.463425,4518.0,68.71,4.719,0.207,-0.083,0.106,-16.44,10.21
87.42883,27.373495,7570.1,261.6,3.889,0.455,-0.147,0.286,16.86,36.03
87.45156,27.606592,4966.09,173.66,2.462,0.704,-0.326,0.258,-42.48,16.87
87.394196,27.514841,6137.06,276.19,4.364,0.515,-0.139,0.278,57.08,21.45
88.508575,27.22152,4803.28,149.57,2.877,0.517,-0.018,0.197,20.15,12.42
88.56319,27.343271,4638.54,127.43,2.341,0.49,-0.101,0.181,-18.0,11.82
88.2904,27.396542,5028.35,195.77,2.672,0.756,-0.55,0.281,-53.35,16.21
88.64593,27.450294,4926.02,167.26,2.397,0.699,-0.426,0.256,0.64,16.57
88.404335,27.38902,5121.42,193.87,2.721,0.735,-0.317,0.273,44.87,16.29
88.32434,27.123158,4752.1,112.32,2.611,0.584,-0.381,0.166,14.27,15.12
88.47373,27.312784,4217.43,60.04,2.167,0.42,-0.049,0.12,-4.97,10.97
88.21521,27.400787,4880.81,117.48,2.631,0.592,-0.181,0.173,-15.6,15.11
88.43613,27.161985,6544.1,249.91,4.131,0.474,-0.057,0.252,-46.16,36.34
88.54435,27.296326,4529.76,144.08,1.836,0.578,-0.498,0.233,16.52,15.38
88.500145,27.419975,5036.83,145.69,4.801,0.349,-0.08,0.193,0.93,12.18
88.51947,27.264334,6974.88,215.27,3.799,0.401,0.063,0.221,-8.33,25.66
88.54899,27.389914,5102.31,200.02,3.542,0.591,-0.274,0.255,-31.93,14.11
88.37575,27.235731,7157.19,212.21,3.989,0.375,0.08,0.214,-37.08,25.14
88.63131,27.373438,6700.61,202.65,4.217,0.377,-0.179,0.214,-11.13,28.84
88.294815,27.2054,4781.8,102.77,4.21,0.335,-0.011,0.138,5.99,12.81
87.24583,27.140957,6501.35,268.45,4.238,0.443,-0.267,0.29,12.9,32.35
87.396515,27.102568,4724.22,91.34,4.642,0.275,0.022,0.124,7.27,10.94
87.11638,27.439095,5707.89,190.74,4.165,0.617,-0.404,0.229,68.77,22.88
87.27573,27.258661,6003.29,300.63,4.004,0.628,-0.188,0.303,0.69,25.07
87.26038,27.392847,5855.91,180.36,4.023,0.609,-0.194,0.19,-6.14,20.76
87.26664,27.097002,5845.52,263.24,4.327,0.576,-0.487,0.318,63.54,22.88
86.93033,27.446835,6528.9,225.31,4.024,0.497,-0.117,0.23,40.35,33.59
87.17352,27.281736,4863.42,179.37,2.535,0.625,-0.287,0.254,0.22,15.19
87.22856,27.45685,5005.08,163.98,2.978,0.635,-0.212,0.219,-46.72,16.54
87.36207,27.231543,4859.33,144.87,3.18,0.52,-0.057,0.189,8.69,14.22
87.34136,27.244377,4969.69,172.16,4.71,0.386,-0.441,0.27,55.95,15.95
87.344215,27.16331,6785.99,229.97,4.237,0.284,-0.143,0.26,17.26,22.44
88.10164,26.931467,6426.54,271.55,4.047,0.487,-0.261,0.276,35.44,26.71
87.93509,26.682526,6468.75,183.39,4.211,0.433,-0.295,0.203,-16.62,32.37
88.02067,26.684183,4785.91,135.12,4.595,0.298,0.155,0.168,-22.91,11.06
88.14951,26.750792,6289.46,195.86,4.157,0.491,0.043,0.175,-11.06,23.57
87.82021,26.741137,6243.67,203.86,4.153,0.478,-0.438,0.231,21.06,29.44
87.932304,26.76752,6972.3,180.75,4.133,0.402,0.101,0.194,4.83,36.96
88.10796,26.692415,4280.32,69.08,4.639,0.204,-0.286,0.131,-36.26,10.17
88.09226,26.822939,6038.91,315.79,3.817,0.651,-0.021,0.289,38.39,22.14
88.31195,26.830399,6042.94,295.71,3.91,0.64,-0.2,0.297,66.55,22.53
88.01626,26.8555,5178.32,196.67,3.546,0.665,-0.435,0.252,4.24,19.72
87.999504,26.924114,5671.42,284.08,3.485,0.777,-0.312,0.322,-59.8,20.0
88.130486,26.651533,5178.09,175.77,4.414,0.471,-0.288,0.236,68.85,15.77
87.60348,27.257256,5289.07,237.69,4.136,0.535,0.13,0.261,-36.65,14.73
87.65195,27.270758,6366.2,188.28,4.15,0.448,-0.276,0.196,2.06,25.78
87.74918,27.42565,6021.31,252.19,4.28,0.557,-0.072,0.248,38.86,21.15
87.64094,27.430412,6219.1,460.04,4.236,0.565,-0.205,0.508,35.94,40.99
87.7231,27.333122,4875.25,130.71,4.524,0.336,-0.176,0.184,-47.74,12.13
87.59919,27.176462,6064.84,203.33,4.169,0.547,-0.342,0.224,11.29,25.02
87.5063,27.199368,5219.57,204.48,4.414,0.482,-0.146,0.26,47.63,15.18
87.82619,27.241978,6466.42,245.74,4.425,0.39,-0.207,0.263,15.02,27.67
87.861145,27.08002,6590.54,228.7,4.221,0.431,-0.11,0.241,40.91,34.0
87.479126,27.303102,5906.21,183.36,3.851,0.602,0.234,0.165,9.42,17.97
87.890366,27.132322,5234.15,198.78,4.5,0.476,-0.501,0.286,3.19,17.39
87.62639,27.339947,6773.35,176.18,4.203,0.355,-0.218,0.193,0.54,29.11
87.6998,27.258226,4969.48,148.07,4.659,0.357,-0.025,0.191,-12.1,12.77
87.750244,27.237082,5526.11,167.7,4.383,0.501,0.116,0.181,27.46,14.88
87.00711,27.558989,5168.86,151.05,4.567,0.399,0.133,0.182,24.77,13.15
86.888,27.501291,6064.78,221.2,4.292,0.527,-0.063,0.213,-15.73,22.95
86.688866,27.746763,6708.8,228.29,3.977,0.458,-0.215,0.242,25.54,33.82
86.83489,27.614702,5809.19,260.56,4.438,0.567,-0.162,0.278,21.06,21.7
87.02331,27.532524,5895.79,219.25,4.291,0.569,-0.554,0.272,43.03,25.67
87.06101,27.663757,4814.98,139.25,2.646,0.581,-0.171,0.197,16.44,14.65
86.95922,27.79471,6435.62,216.93,4.24,0.449,-0.007,0.204,29.24,23.82
87.071014,27.574844,4621.58,98.31,2.864,0.457,-0.147,0.136,38.27,12.45
86.92278,27.607225,5214.95,243.07,4.179,0.574,-0.561,0.333,42.82,17.54
87.16735,27.647465,6392.02,220.48,4.193,0.47,-0.071,0.213,35.41,25.69
87.412865,27.617096,5688.56,171.08,3.981,0.614,0.015,0.179,1.51,18.58
87.48592,27.861456,5873.56,174.49,3.878,0.622,0.043,0.171,-32.93,19.74
87.24761,27.835745,4486.56,120.46,1.199,0.373,-0.788,0.201,-10.37,15.72
87.37256,27.82989,6083.65,283.5,3.921,0.642,-0.064,0.258,-24.46,24.11
87.22405,27.567213,3999.91,42.92,4.604,0.203,-0.348,0.131,47.32,10.77
87.1475,27.769337,4988.62,185.73,3.327,0.588,-0.07,0.238,-3.08,16.29
87.351875,27.654045,4894.88,163.86,2.329,0.691,-0.362,0.251,-26.31,17.05
87.35841,27.75053,4802.07,163.33,1.851,0.654,-0.634,0.279,2.49,17.38
87.454056,27.85604,5973.8,182.53,4.047,0.581,0.037,0.174,57.35,20.32
87.85154,26.912823,6047.09,190.67,3.847,0.61,0.005,0.18,-33.15,21.45
87.50507,27.02076,5021.07,205.27,4.539,0.402,-0.067,0.255,11.63,15.41
87.43748,27.062927,6003.19,260.56,4.123,0.595,0.014,0.231,-0.89,20.57
87.82474,27.001421,6013.31,276.81,3.954,0.619,-0.159,0.262,5.28,22.36
87.74434,27.005835,4934.5,213.23,2.137,0.77,-0.622,0.342,14.55,17.57
87.68065,27.065083,5742.61,325.35,3.681,0.769,-0.463,0.361,33.35,21.67
88.09943,27.541594,5738.51,202.03,4.681,0.475,0.038,0.216,52.17,15.08
88.02169,27.592552,6569.16,174.77,3.998,0.449,-0.015,0.166,14.11,25.87
87.89019,27.400747,6078.07,186.56,4.173,0.544,0.023,0.176,28.5,20.52
88.11395,27.390112,7188.3,253.54,4.049,0.398,-0.11,0.273,-9.02,31.29
88.036095,27.46032,6359.81,188.78,4.096,0.474,-0.139,0.187,43.02,24.24
87.94143,27.277088,8251.12,314.05,3.834,0.586,-0.164,0.427,2.61,44.94
87.837875,27.508614,5047.39,155.1,4.816,0.335,0.135,0.193,-16.97,11.42
88.01784,27.540234,4400.22,80.38,4.579,0.206,0.221,0.119,27.02,9.09
87.9634,27.295944,6044.61,264.48,4.273,0.544,-0.036,0.256,38.02,20.95
87.84529,27.347229,5296.57,135.75,4.563,0.382,0.458,0.143,9.06,11.53
88.26098,28.486502,6827.76,197.61,4.2,0.342,-0.32,0.226,24.16,30.01
88.45004,28.345663,5153.31,132.14,2.347,0.723,-0.445,0.213,0.42,18.6
88.33887,28.494535,4334.54,53.69,2.588,0.39,0.006,0.095,-11.28,11.11
88.279945,28.45084,8276.41,206.53,4.102,0.499,-0.357,0.275,-2.28,40.37
88.36253,28.3535,4982.26,177.91,2.571,0.699,-0.312,0.262,-10.65,17.06
88.31862,28.61709,5898.85,194.39,4.309,0.549,-0.385,0.226,61.34,20.32
88.42221,28.622831,4114.81,50.65,4.727,0.208,-0.415,0.127,5.84,11.38
88.54335,28.432686,6917.56,195.05,4.147,0.338,-0.251,0.215,-4.12,28.09
87.99901,28.285927,5480.31,220.79,2.955,0.825,-0.562,0.306,-9.16,20.36
87.92445,28.374044,4638.4,85.9,4.766,0.26,-0.166,0.128,-11.61,11.6
88.1028,28.48287,4673.67,102.26,2.912,0.484,-0.146,0.142,26.06,14.19
88.21154,28.59773,6261.1,295.8,4.186,0.458,-0.302,0.291,38.47,23.13
87.89706,28.592806,4918.17,159.02,2.253,0.746,-0.511,0.255,-29.75,20.44
88.192,28.339037,4759.01,124.35,4.707,0.282,0.103,0.163,19.21,10.86
87.94121,28.41567,5081.26,192.25,2.809,0.729,-0.303,0.268,33.2,17.47
87.94903,28.66846,4743.55,143.61,2.939,0.514,-0.241,0.195,50.36,12.88
88.02198,28.349834,5983.19,236.26,4.345,0.54,-0.232,0.247,25.27,23.01
87.92882,28.564241,7554.73,102.03,4.088,0.331,-0.281,0.213,-22.41,32.87
87.87171,28.643192,4959.36,156.12,2.853,0.602,-0.127,0.21,-1.5,16.02
88.01511,28.39375,8142.67,111.13,4.002,0.393,-0.452,0.179,16.61,31.48
87.50946,29.115795,5282.67,188.96,3.86,0.609,-0.265,0.233,116.73,15.9
87.63464,29.05561,6586.97,171.53,4.282,0.363,-0.327,0.192,56.89,26.55
87.80896,29.279507,6275.53,204.58,4.003,0.525,0.012,0.185,35.01,21.86
87.87671,29.193142,6412.84,209.36,4.137,0.45,-0.101,0.2,30.05,22.26
87.71102,28.99983,6248.3,191.68,3.878,0.548,-0.248,0.195,43.32,24.72
87.58777,29.163658,4874.89,125.94,3.866,0.361,0.346,0.143,-0.29,11.65
87.429375,29.021097,5074.66,164.22,2.079,0.74,-0.54,0.276,6.17,20.21
87.82842,29.024912,7344.12,205.02,3.845,0.402,0.234,0.186,14.32,26.15
87.58429,29.114388,6509.95,136.08,4.317,0.386,-0.093,0.142,10.81,25.75
87.51962,29.035759,6253.62,170.59,4.297,0.44,-0.457,0.202,31.04,27.6
87.63836,29.145414,5664.05,381.54,4.363,0.65,-0.658,0.508,63.1,36.37
87.64089,28.694279,4750.51,113.24,2.404,0.615,-0.446,0.175,-15.62,16.2
87.507805,28.872883,5023.61,161.22,3.092,0.672,-0.415,0.223,5.35,18.35
87.71307,28.67376,4792.91,87.75,2.85,0.498,-0.111,0.125,-27.24,13.22
87.74597,28.84113,6256.57,175.81,4.028,0.483,-0.303,0.183,4.05,24.45
87.50395,28.726612,4913.29,165.41,2.41,0.642,-0.306,0.249,31.34,14.11
87.929756,28.725325,5095.33,136.16,2.726,0.684,-0.293,0.2,22.67,16.25
87.703026,28.948994,5753.99,158.08,4.331,0.546,-0.284,0.187,-57.07,19.77
87.75865,28.828995,5579.92,250.33,4.453,0.534,0.006,0.27,-16.35,16.44
87.57179,28.947132,6350.42,181.71,4.15,0.476,-0.089,0.179,21.04,27.39
87.60476,28.907326,6069.01,255.82,3.748,0.635,-0.479,0.274,-8.72,27.7
87.83612,28.696358,5921.76,271.37,4.168,0.581,-0.365,0.299,10.44,25.58
87.482254,28.798252,5048.87,129.5,2.784,0.63,-0.196,0.185,54.57,14.83
87.486946,29.22075,4570.68,107.48,2.372,0.498,-0.163,0.158,32.41,12.76
87.59771,29.25635,6443.29,211.41,4.1,0.47,0.025,0.194,-15.54,26.87
87.86389,29.575415,4656.33,106.24,2.436,0.546,-0.359,0.159,39.34,13.06
87.7383,29.392666,5854.3,187.84,4.319,0.54,0.053,0.185,-14.83,17.38
87.596016,29.334532,4935.87,109.67,2.721,0.627,-0.318,0.164,21.06,15.94
87.83046,29.512999,5318.79,212.83,4.281,0.538,-0.415,0.269,-1.27,16.52
87.68258,29.350733,4818.86,126.05,2.535,0.526,-0.048,0.178,54.87,12.43
87.60417,29.400984,5727.35,195.02,4.13,0.604,-0.473,0.237,-15.1,23.8
87.899086,29.430882,5035.64,180.54,3.01,0.686,-0.462,0.247,-5.64,16.76
87.768616,29.33099,5923.42,154.87,4.252,0.542,-0.061,0.162,17.55,20.18
87.6019,29.456087,6076.32,231.74,3.603,0.664,-0.231,0.236,-43.23,24.58
87.71141,29.319304,6632.15,178.62,4.21,0.382,-0.294,0.2,31.91,30.62
87.73778,29.520239,6767.29,246.41,4.27,0.331,-0.083,0.271,27.27,23.5
87.96435,29.379515,4990.98,118.1,2.331,0.688,-0.455,0.193,-6.29,17.02
88.45602,29.305706,4096.85,70.95,4.508,0.271,-0.821,0.223,42.4,14.96
88.33011,29.337933,6234.11,218.27,4.251,0.496,-0.215,0.218,16.19,23.49
88.40637,29.281954,5398.81,135.48,4.666,0.432,-0.327,0.186,7.16,14.74
88.565186,29.318583,4461.62,70.17,2.1,0.482,-0.344,0.117,39.03,12.05
88.38602,29.3816,5221.53,157.89,2.726,0.748,-0.301,0.228,19.04,19.12
88.23757,29.401363,6772.48,158.15,4.147,0.356,-0.288,0.181,15.47,31.13
88.34898,29.389238,6018.36,247.82,3.744,0.666,-0.481,0.275,-57.63,27.8
88.31604,29.426498,6100.4,383.48,4.289,0.494,-0.511,0.493,-40.57,40.29
88.5678,29.477636,4831.81,122.17,3.292,0.491,-0.173,0.165,-61.32,14.36
88.35284,29.451828,4928.08,210.14,2.526,0.704,-0.375,0.296,-9.15,16.54
88.22425,29.50142,4206.55,58.49,1.484,0.396,-0.334,0.115,-17.05,10.73
88.57035,29.55711,5733.03,256.94,3.741,0.753,-0.486,0.295,-88.44,24.97
88.41328,29.439774,8140.49,389.84,3.647,0.47,0.477,0.317,1.63,23.9
87.85372,28.97073,4876.45,95.32,3.05,0.509,-0.098,0.133,-18.13,13.62
87.98495,28.99606,4850.66,127.06,2.62,0.643,-0.439,0.19,13.83,16.02
88.244835,29.168236,5731.95,130.61,4.451,0.506,-0.038,0.148,32.95,18.53
87.92157,28.949741,5423.05,137.76,4.589,0.44,0.065,0.162,-5.84,14.36
88.29694,28.964684,5753.53,124.54,4.043,0.547,0.214,0.124,1.09,16.41
88.18019,28.850471,4974.06,138.08,2.467,0.644,-0.224,0.207,32.22,15.62
88.36582,28.780334,6614.15,149.35,4.232,0.368,-0.258,0.165,13.54,28.48
87.925835,28.800709,5977.64,219.71,4.048,0.587,-0.016,0.205,-6.17,21.2
88.081604,28.823238,6542.52,302.19,4.437,0.36,0.145,0.29,-5.53,20.5
88.339966,28.69827,5133.58,228.5,2.994,0.773,-0.418,0.309,-30.25,18.51
88.24072,28.6892,5424.9,110.58,4.66,0.424,-0.056,0.142,32.84,14.6
88.37366,28.741503,5596.14,105.94,4.591,0.444,0.067,0.124,5.15,15.85
88.121216,28.854132,4923.56,251.54,2.457,0.733,-0.329,0.363,7.95,17.82
88.396454,28.707266,4969.48,176.11,2.748,0.687,-0.33,0.247,28.83,17.07
88.21086,29.30763,4851.56,129.49,3.32,0.458,0.061,0.164,23.74,12.22
88.15745,29.170328,6477.3,221.35,4.196,0.456,-0.104,0.221,-38.06,31.58
88.293015,29.274588,5188.96,194.49,3.066,0.705,-0.124,0.248,32.03,17.91
88.04417,29.233866,4038.73,54.79,4.551,0.218,-0.596,0.167,26.74,11.45
87.983154,29.310633,4841.28,168.97,2.159,0.681,-0.485,0.272,5.02,16.8
88.0352,29.448076,5030.84,140.19,3.67,0.496,-0.072,0.178,-15.85,13.57
88.129906,29.267729,6810.3,183.35,4.098,0.375,-0.302,0.217,34.93,35.1
87.563446,28.491116,4817.06,187.21,1.834,0.691,-0.597,0.316,35.74,16.28
87.83293,28.585918,8421.13,229.67,3.832,0.629,-0.189,0.329,10.66,42.43
87.67621,28.566084,7092.09,197.02,4.137,0.351,-0.051,0.209,38.89,27.88
87.66892,28.40921,7193.26,165.35,4.146,0.378,-0.094,0.196,0.3,36.61
87.69262,28.47233,6226.19,177.18,4.319,0.466,-0.169,0.185,30.8,23.65
87.64511,28.539585,4298.8,74.7,4.592,0.204,-0.284,0.138,33.86,9.5
